"","y1","y2","y3","conc","ABS","smp","Tests"
"344","1.0279838","1.0675770","1.0474064",NA,"1.554","LEU F","Aug256"
"345","0.3159137","0.3280812","0.3218825",NA,"0.520","LEU R","Aug256"
"346","1.0276467","1.0672269","1.0470629",NA,"1.501","MH F","Aug256"
"347","0.6078894","0.6313025","0.6193748",NA,"0.951","MH R","Aug256"
"348","0.9386379","0.9747899","0.9563724",NA,"1.346","Ver F","Aug256"
"349","0.9423466","0.9786415","0.9601512",NA,"1.535","Ver R","Aug256"
"350","0.2845583","0.2955182","0.2899347",NA,"0.408","MB Int A","Aug256"
"351","0.7572488","0.7864146","0.7715562",NA,"1.003","PIB R","Aug256"
"352","1.0279838","1.0675770","1.0474064",NA,"1.495","LEU F","Aug256"
"353","0.3159137","0.3280812","0.3218825",NA,"0.417","LEU R","Aug256"
"354","1.0276467","1.0672269","1.0470629",NA,"1.547","MH F","Aug256"
"355","0.6078894","0.6313025","0.6193748",NA,"0.852","MH R","Aug256"
"356","0.9386379","0.9747899","0.9563724",NA,"1.438","Ver F","Aug256"
"357","0.9423466","0.9786415","0.9601512",NA,"1.260","Ver R","Aug256"
"358","0.2845583","0.2955182","0.2899347",NA,"0.436","MB Int A","Aug256"
"359","0.3371544","0.3501401","0.3435246",NA,"0.506","MB Int B","Aug256"
"360","0.3388402","0.3518908","0.3452422",NA,"0.454","MB 1","Aug256"
"361","0.2612947","0.2713585","0.2662315",NA,"0.437","MB 2","Aug256"
"362","0.2144302","0.2226891","0.2184816",NA,"0.314","MB 3","Aug256"
"363","0.1904922","0.1978291","0.1940914",NA,"0.270","MB 4","Aug256"
"364","0.2545516","0.2643557","0.2593610",NA,"0.314","MB 5","Aug256"
"365","0.2262306","0.2349440","0.2305050",NA,"0.344","MB 6","Aug256"
"366","0.3071477","0.3189776","0.3129509",NA,"0.464","MB 7","Aug256"
"367","0.3371544","0.3501401","0.3435246",NA,"0.494","MB Int B","Aug256"
"368","0.3388402","0.3518908","0.3452422",NA,"0.551","MB 1","Aug256"
"369","0.2612947","0.2713585","0.2662315",NA,"0.338","MB 2","Aug256"
"370","0.2144302","0.2226891","0.2184816",NA,"0.322","MB 3","Aug256"
"371","0.1904922","0.1978291","0.1940914",NA,"0.295","MB 4","Aug256"
"372","0.2545516","0.2643557","0.2593610",NA,"0.441","MB 5","Aug256"
"373","0.2262306","0.2349440","0.2305050",NA,"0.327","MB 6","Aug256"
"374","0.3071477","0.3189776","0.3129509",NA,"0.447","MB 7","Aug256"
"375","0.2596089","0.2696078","0.2645139",NA,"0.389","MB 8","Aug256"
"376","0.2636548","0.2738095","0.2686362",NA,"0.335","MB 9","Aug256"
"377","0.2848955","0.2958683","0.2902783",NA,"0.396","MB 10","Aug256"
"378","0.2322994","0.2412465","0.2366884",NA,"0.317","MB 11","Aug256"
"379","0.2440998","0.2535014","0.2487118",NA,"0.421","MB 12","Aug256"
"380","0.1739717","0.1806723","0.1772587",NA,"0.232","MB 13","Aug256"
"381","0.2329737","0.2419468","0.2373755",NA,"0.284","MB 14","Aug256"
"382","0.2596089","0.2696078","0.2645139",NA,"0.295","MB 15","Aug256"
"383","0.2596089","0.2696078","0.2645139",NA,"0.381","MB 8","Aug256"
"384","0.2636548","0.2738095","0.2686362",NA,"0.447","MB 9","Aug256"
"385","0.2848955","0.2958683","0.2902783",NA,"0.449","MB 10","Aug256"
"386","0.2322994","0.2412465","0.2366884",NA,"0.372","MB 11","Aug256"
"387","0.2440998","0.2535014","0.2487118",NA,"0.303","MB 12","Aug256"
"388","0.1739717","0.1806723","0.1772587",NA,"0.284","MB 13","Aug256"
"389","0.2329737","0.2419468","0.2373755",NA,"0.407","MB 14","Aug256"
"390","0.2596089","0.2696078","0.2645139",NA,"0.475","MB 15","Aug256"
"391","0.2215105","0.2300420","0.2256956",NA,"0.324","MB 16","Aug256"
"392","0.2167903","0.2251401","0.2208863",NA,"0.356","MB 17","Aug256"
"393","0.2012812","0.2090336","0.2050842",NA,"0.287","MB 18","Aug256"
"394","0.2070128","0.2149860","0.2109241",NA,"0.322","MB 19","Aug256"
"395","0.2022927","0.2100840","0.2061147",NA,"0.345","MB 20","Aug256"
"396","0.1850978","0.1922269","0.1885950",NA,"0.250","MB 21","Aug256"
"397","0.1962239","0.2037815","0.1999313",NA,"0.288","MB 22","Aug256"
"398","0.2697235","0.2801120","0.2748196",NA,"0.299","MB 23","Aug256"
"399","0.2215105","0.2300420","0.2256956",NA,"0.333","MB 16","Aug256"
"400","0.2167903","0.2251401","0.2208863",NA,"0.287","MB 17","Aug256"
"401","0.2012812","0.2090336","0.2050842",NA,"0.310","MB 18","Aug256"
"402","0.2070128","0.2149860","0.2109241",NA,"0.292","MB 19","Aug256"
"403","0.2022927","0.2100840","0.2061147",NA,"0.255","MB 20","Aug256"
"404","0.1850978","0.1922269","0.1885950",NA,"0.299","MB 21","Aug256"
"405","0.1962239","0.2037815","0.1999313",NA,"0.294","MB 22","Aug256"
"406","0.2697235","0.2801120","0.2748196",NA,"0.501","MB 23","Aug256"
"407","0.2997303","0.3112745","0.3053933",NA,"0.392","MB 24","Aug256"
"408","0.2454484","0.2549020","0.2500859",NA,"0.349","MB 25","Aug256"
"409","0.2174646","0.2258403","0.2215733",NA,"0.312","MB 26","Aug256"
"410","0.2110587","0.2191877","0.2150464",NA,"0.320","MB 27","Aug256"
"411","1.0441672","1.0843838","1.0638956",NA,"1.552","CC036","Aug256"
"412","0.8968307","0.9313725","0.9137753",NA,"1.300","CC037","Aug256"
"413","1.0192178","1.0584734","1.0384748",NA,"1.478","CC038","Aug256"
"414","0.2855698","0.2965686","0.2909653",NA,"0.480","CC039","Aug256"
"415","0.2997303","0.3112745","0.3053933",NA,"0.497","MB 24","Aug256"
"416","0.2454484","0.2549020","0.2500859",NA,"0.379","MB 25","Aug256"
"417","0.2174646","0.2258403","0.2215733",NA,"0.333","MB 26","Aug256"
"418","0.2110587","0.2191877","0.2150464",NA,"0.306","MB 27","Aug256"
"419","1.0441672","1.0843838","1.0638956",NA,"1.545","CC036","Aug256"
"420","0.8968307","0.9313725","0.9137753",NA,"1.360","CC037","Aug256"
"421","1.0192178","1.0584734","1.0384748",NA,"1.545","CC038","Aug256"
"422","0.2855698","0.2965686","0.2909653",NA,"0.367","CC039","Aug256"
"423","0.2491694","0.2356021","0.2421959","5.00","0.260","Standard 5","Aug25"
"424","0.3444075","0.3256545","0.3347686","2.00","0.330","Standard 4","Aug25"
"425","0.5143965","0.4863874","0.5000000","1.00","0.450","Standard 3","Aug25"
"426","0.7297896","0.6900524","0.7093649","0.40","0.722","Standard 2","Aug25"
"427","0.8887043","0.8403141","0.8638321","0.15","0.786","Standard 1","Aug25"
"428","1.0287929","0.9727749","1.0000000","0.00","0.903","Standard 0","Aug25"
"429","0.4844961","0.4581152","0.4709365",NA,"0.368","Positive Control","Aug25"
"430","0.9579181","0.9057592","0.9311087",NA,"0.803","KI F","Aug25"
"431","0.2491694","0.2356021","0.2421959","5.00","0.190","Standard 5","Aug25"
"432","0.3444075","0.3256545","0.3347686","2.00","0.292","Standard 4","Aug25"
"433","0.5143965","0.4863874","0.5000000","1.00","0.479","Standard 3","Aug25"
"434","0.7297896","0.6900524","0.7093649","0.40","0.596","Standard 2","Aug25"
"435","0.8887043","0.8403141","0.8638321","0.15","0.819","Standard 1","Aug25"
"436","1.0287929","0.9727749","1.0000000","0.00","0.955","Standard 0","Aug25"
"437","0.4844961","0.4581152","0.4709365",NA,"0.507","Positive Control","Aug25"
"438","0.9579181","0.9057592","0.9311087",NA,"0.927","KI F","Aug25"
"439","0.8499446","0.8036649","0.8261572",NA,"0.747","KI R","Aug25"
"440","1.1234773","1.0623037","1.0920344",NA,"1.047","CP F","Aug25"
"441","0.8665559","0.8193717","0.8423036",NA,"0.811","CP R","Aug25"
"442","0.8499446","0.8036649","0.8261572",NA,"0.788","KI R","Aug25"
"443","1.1234773","1.0623037","1.0920344",NA,"0.982","CP F","Aug25"
"444","0.8665559","0.8193717","0.8423036",NA,"0.754","CP R","Aug25"
"445","0.2763611","0.2939883","0.2849023","5.00","0.379","Standard 5","Aug27"
"446","0.3790489","0.4032258","0.3907638","2.00","0.564","Standard 4","Aug27"
"447","0.5223983","0.5557185","0.5385435","1.00","0.776","Standard 3","Aug27"
"448","0.6678153","0.7104106","0.6884547","0.40","0.974","Standard 2","Aug27"
"449","0.8146106","0.8665689","0.8397869","0.15","1.192","Standard 1","Aug27"
"450","0.9700207","1.0318915","1.0000000","0.00","1.451","Standard 0","Aug27"
"451","0.4627843","0.4923021","0.4770870",NA,"0.667","Positive Control","Aug27"
"452","0.4727774","0.5029326","0.4873890",NA,"0.671","PIB R","Aug27"
"453","0.2763611","0.2939883","0.2849023","5.00","0.423","Standard 5","Aug27"
"454","0.3790489","0.4032258","0.3907638","2.00","0.536","Standard 4","Aug27"
"455","0.5223983","0.5557185","0.5385435","1.00","0.740","Standard 3","Aug27"
"456","0.6678153","0.7104106","0.6884547","0.40","0.964","Standard 2","Aug27"
"457","0.8146106","0.8665689","0.8397869","0.15","1.172","Standard 1","Aug27"
"458","0.9700207","1.0318915","1.0000000","0.00","1.364","Standard 0","Aug27"
"459","0.4627843","0.4923021","0.4770870",NA,"0.676","Positive Control","Aug27"
"460","0.4727774","0.5029326","0.4873890",NA,"0.701","PIB R","Aug27"
"461","0.9620951","1.0234604","0.9918295",NA,"1.373","LEU F","Aug27"
"462","0.3376981","0.3592375","0.3481350",NA,"0.498","LEU R","Aug27"
"463","0.9672640","1.0289589","0.9971581",NA,"1.411","MH F","Aug27"
"464","0.7294969","0.7760264","0.7520426",NA,"1.072","MH R","Aug27"
"465","0.9162646","0.9747067","0.9445826",NA,"1.324","KI F","Aug27"
"466","0.4700207","0.5000000","0.4845471",NA,"0.689","KI R","Aug27"
"467","0.9224673","0.9813050","0.9509769",NA,"1.327","CP F","Aug27"
"468","0.7708477","0.8200147","0.7946714",NA,"0.982","CP R","Aug27"
"469","0.9620951","1.0234604","0.9918295",NA,"1.419","LEU F","Aug27"
"470","0.3376981","0.3592375","0.3481350",NA,"0.482","LEU R","Aug27"
"471","0.9672640","1.0289589","0.9971581",NA,"1.396","MH F","Aug27"
"472","0.7294969","0.7760264","0.7520426",NA,"1.045","MH R","Aug27"
"473","0.9162646","0.9747067","0.9445826",NA,"1.335","KI F","Aug27"
"474","0.4700207","0.5000000","0.4845471",NA,"0.675","KI R","Aug27"
"475","0.9224673","0.9813050","0.9509769",NA,"1.350","CP F","Aug27"
"476","0.7708477","0.8200147","0.7946714",NA,"1.255","CP R","Aug27"
"477","0.9817367","1.0443548","1.0120782",NA,"1.420","Walleyes F","Aug27"
"478","0.9996554","1.0634164","1.0305506",NA,"1.399","Walleyes R","Aug27"
"479","0.9617505","1.0230938","0.9914742",NA,"1.414","Hazards F ","Aug27"
"480","0.9555479","1.0164956","0.9850799",NA,"1.321","Hazards R","Aug27"
"481","0.3004824","0.3196481","0.3097691",NA,"0.402","MB Int. A","Aug27"
"482","0.3459683","0.3680352","0.3566607",NA,"0.561","MB Int B","Aug27"
"483","0.3345968","0.3559384","0.3449378",NA,"0.495","MB 1","Aug27"
"484","0.3621640","0.3852639","0.3733570",NA,"0.603","MB 2","Aug27"
"485","0.9817367","1.0443548","1.0120782",NA,"1.429","Walleyes F","Aug27"
"486","0.9996554","1.0634164","1.0305506",NA,"1.502","Walleyes R","Aug27"
"487","0.9617505","1.0230938","0.9914742",NA,"1.377","Hazards F ","Aug27"
"488","0.9555479","1.0164956","0.9850799",NA,"1.452","Hazards R","Aug27"
"489","0.3004824","0.3196481","0.3097691",NA,"0.470","MB Int. A","Aug27"
"490","0.3459683","0.3680352","0.3566607",NA,"0.443","MB Int B","Aug27"
"491","0.3345968","0.3559384","0.3449378",NA,"0.476","MB 1","Aug27"
"492","0.3621640","0.3852639","0.3733570",NA,"0.448","MB 2","Aug27"
"493","0.3607857","0.3837977","0.3719361",NA,"0.466","MB 3","Aug27"
"494","0.3787043","0.4028592","0.3904085",NA,"0.561","MB 4","Aug27"
"495","0.3804273","0.4046921","0.3921847",NA,"0.565","MB 5","Aug27"
"496","0.4214335","0.4483138","0.4344583",NA,"0.576","MB 6","Aug27"
"497","0.2729152","0.2903226","0.2813499",NA,"0.385","MB 7","Aug27"
"498","0.2804962","0.2983871","0.2891652",NA,"0.355","MB 8","Aug27"
"499","0.2901447","0.3086510","0.2991119",NA,"0.393","MB 9","Aug27"
"500","0.2753274","0.2928886","0.2838366",NA,"0.428","MB 10","Aug27"
"501","0.3607857","0.3837977","0.3719361",NA,"0.581","MB 3","Aug27"
"502","0.3787043","0.4028592","0.3904085",NA,"0.538","MB 4","Aug27"
"503","0.3804273","0.4046921","0.3921847",NA,"0.539","MB 5","Aug27"
"504","0.4214335","0.4483138","0.4344583",NA,"0.647","MB 6","Aug27"
"505","0.2729152","0.2903226","0.2813499",NA,"0.407","MB 7","Aug27"
"506","0.2804962","0.2983871","0.2891652",NA,"0.459","MB 8","Aug27"
"507","0.2901447","0.3086510","0.2991119",NA,"0.449","MB 9","Aug27"
"508","0.2753274","0.2928886","0.2838366",NA,"0.371","MB 10","Aug27"
"509","0.3756030","0.3995601","0.3872114",NA,"0.518","MB 11","Aug27"
"510","0.3421778","0.3640029","0.3527531",NA,"0.513","MB 12","Aug27"
"511","0.2763611","0.2939883","0.2849023",NA,"0.398","MB 13","Aug27"
"512","0.2915231","0.3101173","0.3005329",NA,"0.399","MB 14","Aug27"
"513","0.2677464","0.2848240","0.2760213",NA,"0.436","MB 15","Aug27"
"514","0.3201241","0.3405425","0.3300178",NA,"0.370","MB 16","Aug27"
"515","0.2904893","0.3090176","0.2994671",NA,"0.328","MB 17","Aug27"
"516","0.2453480","0.2609971","0.2529307",NA,"0.361","MB 18","Aug27"
"517","0.3756030","0.3995601","0.3872114",NA,"0.572","MB 11","Aug27"
"518","0.3421778","0.3640029","0.3527531",NA,"0.480","MB 12","Aug27"
"519","0.2763611","0.2939883","0.2849023",NA,"0.404","MB 13","Aug27"
"520","0.2915231","0.3101173","0.3005329",NA,"0.447","MB 14","Aug27"
"521","0.2677464","0.2848240","0.2760213",NA,"0.341","MB 15","Aug27"
"522","0.3201241","0.3405425","0.3300178",NA,"0.559","MB 16","Aug27"
"523","0.2904893","0.3090176","0.2994671",NA,"0.515","MB 17","Aug27"
"524","0.2453480","0.2609971","0.2529307",NA,"0.351","MB 18","Aug27"
"525","0.3421778","0.3640029","0.3527531",NA,"0.475","MB 19","Aug27"
"526","0.2829083","0.3009531","0.2916519",NA,"0.504","MB 20","Aug27"
"527","0.2887664","0.3071848","0.2976909",NA,"0.430","MB 21","Aug27"
"528","0.2787733","0.2965543","0.2873890",NA,"0.385","MB 22","Aug27"
"529","0.2860096","0.3042522","0.2948490",NA,"0.408","MB 23","Aug27"
"530","0.2701585","0.2873900","0.2785080",NA,"0.392","MB 24","Aug27"
"531","0.5733977","0.6099707","0.5911190",NA,"0.899","CC041","Aug27"
"532","0.9424535","1.0025660","0.9715808",NA,"1.365","PIB F","Aug27"
"533","0.3421778","0.3640029","0.3527531",NA,"0.518","MB 19","Aug27"
"534","0.2829083","0.3009531","0.2916519",NA,"0.317","MB 20","Aug27"
"535","0.2887664","0.3071848","0.2976909",NA,"0.408","MB 21","Aug27"
"536","0.2787733","0.2965543","0.2873890",NA,"0.424","MB 22","Aug27"
"537","0.2860096","0.3042522","0.2948490",NA,"0.422","MB 23","Aug27"
"538","0.2701585","0.2873900","0.2785080",NA,"0.392","MB 24","Aug27"
"539","0.5733977","0.6099707","0.5911190",NA,"0.765","CC041","Aug27"
"540","0.9424535","1.0025660","0.9715808",NA,"1.370","PIB F","Aug27"
"541","0.2627893","0.2464306","0.2880027","5.00","0.433","Standard 5","Oct06"
"542","0.3666261","0.3438035","0.4018021","2.00","0.594","Standard 4","Oct06"
"543","0.5414129","0.5077099","0.5933589","1.00","0.925","Standard 3","Oct06"
"544","0.7707065","0.7227299","0.8446521","0.40","1.209","Standard 2","Oct06"
"545","0.9747259","0.9140491","1.0682463","0.15","1.541","Standard 1","Oct06"
"546","1.0331912","0.9688749","1.1323210","0.00","1.642","Standard 0","Oct06"
"547","0.5965286","0.5593946","0.6537627",NA,"0.925","Positive Control","Oct06"
"548","1.0484166","0.9831525","1.1490072",NA,"1.623","PIB F","Oct06"
"549","0.2627893","0.2464306","0.2880027","5.00","0.430","Standard 5","Oct06"
"550","0.3666261","0.3438035","0.4018021","2.00","0.610","Standard 4","Oct06"
"551","0.5414129","0.5077099","0.5933589","1.00","0.853","Standard 3","Oct06"
"552","0.7707065","0.7227299","0.8446521","0.40","1.322","Standard 2","Oct06"
"553","0.9747259","0.9140491","1.0682463","0.15","1.660","Standard 1","Oct06"
"554","1.0331912","0.9688749","1.1323210","0.00","1.751","Standard 0","Oct06"
"555","0.5965286","0.5593946","0.6537627",NA,"1.034","Positive Control","Oct06"
"556","1.0484166","0.9831525","1.1490072",NA,"1.820","PIB F","Oct06"
"557","0.8495737","0.7966876","0.9310863",NA,"1.475","PIB R","Oct06"
"558","1.0060901","0.9434609","1.1026197",NA,"1.659","LEU F","Oct06"
"559","0.6160171","0.5776699","0.6751210",NA,"0.937","LEU R","Oct06"
"560","0.9735079","0.9129069","1.0669114",NA,"1.583","MH F","Oct06"
"561","0.7563946","0.7093090","0.8289671",NA,"1.269","MH R","Oct06"
"562","0.9826431","0.9214734","1.0769231",NA,"1.578","KI F","Oct06"
"563","1.0204019","0.9568818","1.1183047",NA,"1.711","KI R","Oct06"
"564","1.1035323","1.0348372","1.2094110",NA,"1.683","CP F","Oct06"
"565","0.8495737","0.7966876","0.9310863",NA,"1.315","PIB R","Oct06"
"566","1.0060901","0.9434609","1.1026197",NA,"1.645","LEU F","Oct06"
"567","0.6160171","0.5776699","0.6751210",NA,"1.086","LEU R","Oct06"
"568","0.9735079","0.9129069","1.0669114",NA,"1.614","MH F","Oct06"
"569","0.7563946","0.7093090","0.8289671",NA,"1.215","MH R","Oct06"
"570","0.9826431","0.9214734","1.0769231",NA,"1.649","KI F","Oct06"
"571","1.0204019","0.9568818","1.1183047",NA,"1.640","KI R","Oct06"
"572","1.1035323","1.0348372","1.2094110",NA,"1.941","CP F","Oct06"
"573","0.8788063","0.8241005","0.9631236",NA,"1.415","CP R","Oct06"
"574","1.0347138","0.9703027","1.1339897",NA,"1.682","VER F ","Oct06"
"575","0.9701583","0.9097658","1.0632404",NA,"1.606","VER R","Oct06"
"576","0.3587089","0.3363792","0.3931253",NA,"0.559","SL127","Oct06"
"577","0.9716809","0.9111936","1.0649091",NA,"1.605","SL128","Oct06"
"578","0.7697929","0.7218732","0.8436509",NA,"1.205","SL129","Oct06"
"579","0.4552375","0.4268989","0.4989154",NA,"0.668","SL130","Oct06"
"580","0.7347747","0.6890348","0.8052728",NA,"1.076","SL134","Oct06"
"581","0.8788063","0.8241005","0.9631236",NA,"1.471","CP R","Oct06"
"582","1.0347138","0.9703027","1.1339897",NA,"1.716","VER F ","Oct06"
"583","0.9701583","0.9097658","1.0632404",NA,"1.580","VER R","Oct06"
"584","0.3587089","0.3363792","0.3931253",NA,"0.619","SL127","Oct06"
"585","0.9716809","0.9111936","1.0649091",NA,"1.586","SL128","Oct06"
"586","0.7697929","0.7218732","0.8436509",NA,"1.323","SL129","Oct06"
"587","0.4552375","0.4268989","0.4989154",NA,"0.827","SL130","Oct06"
"588","0.7347747","0.6890348","0.8052728",NA,"1.337","SL134","Oct06"
"589","0.1854446","0.1739006","0.2032371","5.00","0.295","Standard 5","Oct06"
"590","0.2457369","0.2304397","0.2693142","2.00","0.406","Standard 4","Oct06"
"591","0.3778928","0.3543689","0.4141498","1.00","0.663","Standard 3","Oct06"
"592","0.4939099","0.4631639","0.5412982","0.40","0.803","Standard 2","Oct06"
"593","0.6507308","0.6102227","0.7131654","0.15","1.127","Standard 1","Oct06"
"594","0.7917174","0.7424329","0.8676790","0.00","1.310","Standard 0","Oct06"
"595","0.3949452","0.3703598","0.4328383",NA,"0.637","Positive Control","Oct06"
"596","0.5895250","0.5528270","0.6460871",NA,"1.014","SL135","Oct06"
"597","0.1854446","0.1739006","0.2032371","5.00","0.314","Standard 5","Oct06"
"598","0.2457369","0.2304397","0.2693142","2.00","0.401","Standard 4","Oct06"
"599","0.3778928","0.3543689","0.4141498","1.00","0.578","Standard 3","Oct06"
"600","0.4939099","0.4631639","0.5412982","0.40","0.819","Standard 2","Oct06"
"601","0.6507308","0.6102227","0.7131654","0.15","1.010","Standard 1","Oct06"
"602","0.7917174","0.7424329","0.8676790","0.00","1.290","Standard 0","Oct06"
"603","0.3949452","0.3703598","0.4328383",NA,"0.660","Positive Control","Oct06"
"604","0.5895250","0.5528270","0.6460871",NA,"0.922","SL135","Oct06"
"605","0.1102314","0.1033695","0.1208076",NA,"0.171","SL120","Oct06"
"606","0.1964068","0.1841805","0.2152511",NA,"0.306","SL120 X 5","Oct06"
"607","0.2807552","0.2632781","0.3076923",NA,"0.466","SL120 X10","Oct06"
"608","0.4738124","0.4443175","0.5192725",NA,"0.715","SL120 X50","Oct06"
"609","0.6141900","0.5759566","0.6731186",NA,"0.981","SL120 X 100","Oct06"
"610","0.1102314","0.1033695","0.1208076",NA,"0.191","SL120","Oct06"
"611","0.1964068","0.1841805","0.2152511",NA,"0.339","SL120 X 5","Oct06"
"612","0.2807552","0.2632781","0.3076923",NA,"0.456","SL120 X10","Oct06"
"613","0.4738124","0.4443175","0.5192725",NA,"0.841","SL120 X50","Oct06"
"614","0.6141900","0.5759566","0.6731186",NA,"1.036","SL120 X 100","Oct06"
"615","0.2195035","0.2302827","0.2247640","5.00","0.289","Standard 5","Oct13"
"616","0.3046099","0.3195685","0.3119099","2.00","0.422","Standard 4","Oct13"
"617","0.4379433","0.4594494","0.4484386","1.00","0.588","Standard 3","Oct13"
"618","0.6053191","0.6350446","0.6198257","0.40","0.900","Standard 2","Oct13"
"619","0.7567376","0.7938988","0.7748729","0.15","1.120","Standard 1","Oct13"
"620","0.9765957","1.0245536","1.0000000","0.00","1.410","Standard 0","Oct13"
"621","0.5599291","0.5874256","0.5733479",NA,"0.794","Positive Control","Oct13"
"622","0.9202128","0.9654018","0.9422658",NA,"1.331","PIB F","Oct13"
"623","0.2195035","0.2302827","0.2247640","5.00","0.330","Standard 5","Oct13"
"624","0.3046099","0.3195685","0.3119099","2.00","0.437","Standard 4","Oct13"
"625","0.4379433","0.4594494","0.4484386","1.00","0.647","Standard 3","Oct13"
"626","0.6053191","0.6350446","0.6198257","0.40","0.807","Standard 2","Oct13"
"627","0.7567376","0.7938988","0.7748729","0.15","1.014","Standard 1","Oct13"
"628","0.9765957","1.0245536","1.0000000","0.00","1.344","Standard 0","Oct13"
"629","0.5599291","0.5874256","0.5733479",NA,"0.785","Positive Control","Oct13"
"630","0.9202128","0.9654018","0.9422658",NA,"1.264","PIB F","Oct13"
"631","0.8063830","0.8459821","0.8257081",NA,"1.207","PIB R","Oct13"
"632","0.9060284","0.9505208","0.9277415",NA,"1.290","LEU F","Oct13"
"633","0.8283688","0.8690476","0.8482208",NA,"1.193","LEU R","Oct13"
"634","0.9088652","0.9534970","0.9306463",NA,"1.255","MH F","Oct13"
"635","0.8936170","0.9375000","0.9150327",NA,"1.299","MH R","Oct13"
"636","0.9234043","0.9687500","0.9455338",NA,"1.372","KI F","Oct13"
"637","0.8822695","0.9255952","0.9034132",NA,"1.244","KI R","Oct13"
"638","0.9358156","0.9817708","0.9582426",NA,"1.301","CP F","Oct13"
"639","0.8063830","0.8459821","0.8257081",NA,"1.067","PIB R","Oct13"
"640","0.9060284","0.9505208","0.9277415",NA,"1.265","LEU F","Oct13"
"641","0.8283688","0.8690476","0.8482208",NA,"1.143","LEU R","Oct13"
"642","0.9088652","0.9534970","0.9306463",NA,"1.308","MH F","Oct13"
"643","0.8936170","0.9375000","0.9150327",NA,"1.221","MH R","Oct13"
"644","0.9234043","0.9687500","0.9455338",NA,"1.232","KI F","Oct13"
"645","0.8822695","0.9255952","0.9034132",NA,"1.244","KI R","Oct13"
"646","0.9358156","0.9817708","0.9582426",NA,"1.338","CP F","Oct13"
"647","0.8695035","0.9122024","0.8903413",NA,"1.257","CP R","Oct13"
"648","0.8921986","0.9360119","0.9135802",NA,"1.220","VER F","Oct13"
"649","0.7287234","0.7645089","0.7461874",NA,"1.079","VER R","Oct13"
"650","0.7436170","0.7801339","0.7614379",NA,"1.051","CC078","Oct13"
"651","0.4890071","0.5130208","0.5007262",NA,"0.705","CC079","Oct13"
"652","0.9290780","0.9747024","0.9513435",NA,"1.285","CC080","Oct13"
"653","0.4184397","0.4389881","0.4284677",NA,"0.576","CC081","Oct13"
"654","0.6400709","0.6715030","0.6554103",NA,"0.956","CC082","Oct13"
"655","0.8695035","0.9122024","0.8903413",NA,"1.195","CP R","Oct13"
"656","0.8921986","0.9360119","0.9135802",NA,"1.296","VER F","Oct13"
"657","0.7287234","0.7645089","0.7461874",NA,"0.976","VER R","Oct13"
"658","0.7436170","0.7801339","0.7614379",NA,"1.046","CC078","Oct13"
"659","0.4890071","0.5130208","0.5007262",NA,"0.674","CC079","Oct13"
"660","0.9290780","0.9747024","0.9513435",NA,"1.335","CC080","Oct13"
"661","0.4184397","0.4389881","0.4284677",NA,"0.604","CC081","Oct13"
"662","0.6400709","0.6715030","0.6554103",NA,"0.849","CC082","Oct13"
"663","0.6156028","0.6458333","0.6303558",NA,"0.844","CC083","Oct13"
"664","0.6897163","0.7235863","0.7062455",NA,"0.956","Mcy Exp. Control","Oct13"
"665","0.1205674","0.1264881","0.1234568",NA,"0.170","Mcy Exp. Freeze/Thaw","Oct13"
"666","0.2890071","0.3031994","0.2959332",NA,"0.375","Mcy Exp. 1 min. Son.","Oct13"
"667","0.1280142","0.1343006","0.1310821",NA,"0.190","Mcy Exp. 5 min. Son.","Oct13"
"668","0.1262411","0.1324405","0.1292665",NA,"0.181","Mcy Exp. 10 min. Son.","Oct13"
"669","0.1546099","0.1622024","0.1583152",NA,"0.219","Mcy Exp. 20 min. Son.","Oct13"
"670","0.6156028","0.6458333","0.6303558",NA,"0.892","CC083","Oct13"
"671","0.6897163","0.7235863","0.7062455",NA,"0.989","Mcy Exp. Control","Oct13"
"672","0.1205674","0.1264881","0.1234568",NA,"0.170","Mcy Exp. Freeze/Thaw","Oct13"
"673","0.2890071","0.3031994","0.2959332",NA,"0.440","Mcy Exp. 1 min. Son.","Oct13"
"674","0.1280142","0.1343006","0.1310821",NA,"0.171","Mcy Exp. 5 min. Son.","Oct13"
"675","0.1262411","0.1324405","0.1292665",NA,"0.175","Mcy Exp. 10 min. Son.","Oct13"
"676","0.1546099","0.1622024","0.1583152",NA,"0.217","Mcy Exp. 20 min. Son.","Oct13"
"677","0.3716261","0.3356124","0.3527023","5.00","0.585","Standard 5","Oct20"
"678","0.4759710","0.4298454","0.4517338","2.00","0.696","Standard 4","Oct20"
"679","0.5947992","0.5371581","0.5645111","1.00","0.896","Standard 3","Oct20"
"680","0.8005267","0.7229489","0.7597626","0.40","1.373","Standard 2","Oct20"
"681","1.0292956","0.9295482","0.9768822","0.15","1.510","Standard 1","Oct20"
"682","1.0536537","0.9515458","1.0000000","0.00","1.519","Standard 0","Oct20"
"683","0.6329822","0.5716409","0.6007498",NA,"0.933","Positive Control","Oct20"
"684","1.2261356","1.1073127","1.1636988",NA,"1.837","PIB F","Oct20"
"685","0.3716261","0.3356124","0.3527023","5.00","0.544","Standard 5","Oct20"
"686","0.4759710","0.4298454","0.4517338","2.00","0.750","Standard 4","Oct20"
"687","0.5947992","0.5371581","0.5645111","1.00","0.911","Standard 3","Oct20"
"688","0.8005267","0.7229489","0.7597626","0.40","1.059","Standard 2","Oct20"
